tableName,name,type,len,defaultValue,notNull,primaryKey,comment,tableComment
COST_TAG_RULE,modifyTimeMillis,Long,,,false,false,数据修改时间,
COST_TAG_RULE,modifyUser,String,50,,false,false,修改人,
COST_TAG_RULE,vendor,String,20,,false,false,云厂商(空=所有),
COST_TAG_RULE,tagKey,String,100,,false,false,标签key,
COST_TAG_RULE,tagValue,String,100,,false,false,标签value,
COST_TAG_RULE,projectId,String,50,,false,false,项目ID,
COST_TAG_RULE,projectName,String,50,,false,false,项目名称,
COST_BUDGET,id,String,50,,true,true,id,成本预算
COST_BUDGET,createTimeMillis,Long,,,false,false,数据创建时间,
COST_BUDGET,modifyTimeMillis,Long,,,false,false,数据修改时间,
COST_BUDGET,modifyUser,String,50,,false,false,修改人,
COST_BUDGET,name,String,50,,false,false,预算名称,
COST_BUDGET,scopeType,String,20,,false,false,范围类型(account/tag/project/global),
COST_BUDGET,scopeValue,String,100,,false,false,范围值,
COST_BUDGET,monthlyLimit,Double,,,false,false,月预算(元),
